year	county	measure	rate	numerator	denominator	per
2018	Lincoln	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2545454545454545	14	55	1
2018	Lincoln	Permanency in 12 months for children in foster care 12-23 months	0.5238095238095238	22	42	1
2018	Lincoln	Permanency in 12 months for children in foster care for 24 months or more	0.2727272727272727	6	22	1
2018	Lincoln	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	12	1
2018	Lincoln	[HB630 - CWS5] Placement stability	2.414663593458457	22	9111	1000
2019	Lincoln	Maltreatment in foster care	5.724262285697931	2	34939	100000
2019	Lincoln	[HB630 - CWS2] Recurrence of maltreatment	0.040268456375838924	12	298	1
2019	Lincoln	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.37777777777777777	17	45	1
2019	Lincoln	Permanency in 12 months for children in foster care 12-23 months	0.4166666666666667	15	36	1
2019	Lincoln	Permanency in 12 months for children in foster care for 24 months or more	0.45714285714285713	16	35	1
2019	Lincoln	[HB630 - CWS4] Re-entry to foster care in 12 months	0.0625	1	16	1
2019	Lincoln	[HB630 - CWS5] Placement stability	2.2628091158881527	14	6187	1000
2016	McDowell	Maltreatment in foster care	0	0	38699	100000
2016	McDowell	[HB630 - CWS2] Recurrence of maltreatment	0.13333333333333333	36	270	1
2016	McDowell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.45348837209302323	39	86	1
2016	McDowell	Permanency in 12 months for children in foster care 12-23 months	0.8666666666666667	26	30	1
2016	McDowell	Permanency in 12 months for children in foster care for 24 months or more	0.26666666666666666	4	15	1
2016	McDowell	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	36	1
2016	McDowell	[HB630 - CWS5] Placement stability	4.539225762247345	53	11676	1000
2017	McDowell	Maltreatment in foster care	0	0	37509	100000
2017	McDowell	[HB630 - CWS2] Recurrence of maltreatment	0.10266159695817491	27	263	1
2017	McDowell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2191780821917808	16	73	1
2017	McDowell	Permanency in 12 months for children in foster care 12-23 months	0.7317073170731707	30	41	1
2017	McDowell	Permanency in 12 months for children in foster care for 24 months or more	0.4666666666666667	7	15	1
2017	McDowell	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	22	1
2017	McDowell	[HB630 - CWS5] Placement stability	4.2139384116693686	39	9255	1000
2018	McDowell	Maltreatment in foster care	2.9142624001865127	1	34314	100000
2018	McDowell	[HB630 - CWS2] Recurrence of maltreatment	0.08558558558558559	19	222	1
2018	McDowell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.546875	35	64	1
2018	McDowell	Permanency in 12 months for children in foster care 12-23 months	0.5357142857142857	15	28	1
2018	McDowell	Permanency in 12 months for children in foster care for 24 months or more	0.15384615384615385	2	13	1
2018	McDowell	[HB630 - CWS4] Re-entry to foster care in 12 months	0.09375	3	32	1
2018	McDowell	[HB630 - CWS5] Placement stability	3.1295137217140105	39	12462	1000
2019	McDowell	Maltreatment in foster care	20.09545340366742	8	39810	100000
2019	McDowell	[HB630 - CWS2] Recurrence of maltreatment	0.08433734939759036	14	166	1
2019	McDowell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3	21	70	1
2019	McDowell	Permanency in 12 months for children in foster care 12-23 months	0.6363636363636364	14	22	1
2019	McDowell	Permanency in 12 months for children in foster care for 24 months or more	0.5	12	24	1
2019	McDowell	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	18	1
2019	McDowell	[HB630 - CWS5] Placement stability	3.3061065733177752	34	10284	1000
2016	Macon	Maltreatment in foster care	0	0	17295	100000
2016	Macon	[HB630 - CWS2] Recurrence of maltreatment	0.11458333333333333	11	96	1
2016	Macon	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.18181818181818182	4	22	1
2016	Macon	Permanency in 12 months for children in foster care 12-23 months	0.1111111111111111	1	9	1
2016	Macon	Permanency in 12 months for children in foster care for 24 months or more	0.5714285714285714	8	14	1
2016	Macon	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2016	Macon	[HB630 - CWS5] Placement stability	7.394626571358146	30	4057	1000
2017	Macon	Maltreatment in foster care	4.6807713911252575	1	21364	100000
2017	Macon	[HB630 - CWS2] Recurrence of maltreatment	0.21621621621621623	24	111	1
2017	Macon	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.08	2	25	1
2017	Macon	Permanency in 12 months for children in foster care 12-23 months	0.6153846153846154	8	13	1
2017	Macon	Permanency in 12 months for children in foster care for 24 months or more	0.42857142857142855	6	14	1
2017	Macon	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	1	1
2017	Macon	[HB630 - CWS5] Placement stability	13.565566906715794	81	5971	1000
2018	Macon	Maltreatment in foster care	9.234036659125538	2	21659	100000
2018	Macon	[HB630 - CWS2] Recurrence of maltreatment	0.13	13	100	1
2018	Macon	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3125	10	32	1
2018	Macon	Permanency in 12 months for children in foster care 12-23 months	0.5	11	22	1
2018	Macon	Permanency in 12 months for children in foster care for 24 months or more	0.375	3	8	1
2018	Macon	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	4	1
2018	Macon	[HB630 - CWS5] Placement stability	8.99685110211426	40	4446	1000
2019	Macon	Maltreatment in foster care	0	0	24951	100000
2019	Macon	[HB630 - CWS2] Recurrence of maltreatment	0.125	9	72	1
2019	Macon	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.1875	6	32	1
2019	Macon	Permanency in 12 months for children in foster care 12-23 months	0.29411764705882354	5	17	1
2019	Macon	Permanency in 12 months for children in foster care for 24 months or more	0.47058823529411764	8	17	1
2019	Macon	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	9	1
2019	Macon	[HB630 - CWS5] Placement stability	3.534089235753203	24	6791	1000
2016	Madison	Maltreatment in foster care	0	0	25965	100000
2016	Madison	[HB630 - CWS2] Recurrence of maltreatment	0.04838709677419355	3	62	1
2016	Madison	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.18518518518518517	5	27	1
2016	Madison	Permanency in 12 months for children in foster care 12-23 months	0.45	9	20	1
2016	Madison	Permanency in 12 months for children in foster care for 24 months or more	0.3333333333333333	7	21	1
2016	Madison	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2016	Madison	[HB630 - CWS5] Placement stability	2.512562814070352	18	7164	1000
2017	Madison	Maltreatment in foster care	10.503833899373271	3	28561	100000
2017	Madison	[HB630 - CWS2] Recurrence of maltreatment	0.039473684210526314	3	76	1
2017	Madison	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.18604651162790697	8	43	1
2017	Madison	Permanency in 12 months for children in foster care 12-23 months	0.25	5	20	1
2017	Madison	Permanency in 12 months for children in foster care for 24 months or more	0.2727272727272727	6	22	1
2017	Madison	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	9	1
2017	Madison	[HB630 - CWS5] Placement stability	4.990642545227698	32	6412	1000
2018	Madison	Maltreatment in foster care	0	0	19528	100000
2018	Madison	[HB630 - CWS2] Recurrence of maltreatment	0.1038961038961039	8	77	1
2018	Madison	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4	12	30	1
2018	Madison	Permanency in 12 months for children in foster care 12-23 months	0.7142857142857143	15	21	1
2018	Madison	Permanency in 12 months for children in foster care for 24 months or more	0.5769230769230769	15	26	1
2018	Madison	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	12	1
2018	Madison	[HB630 - CWS5] Placement stability	4.830917874396135	21	4347	1000
2019	Madison	Maltreatment in foster care	0	0	13315	100000
2019	Madison	[HB630 - CWS2] Recurrence of maltreatment	0.01098901098901099	1	91	1
2019	Madison	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.21739130434782608	5	23	1
2019	Madison	Permanency in 12 months for children in foster care 12-23 months	0.3333333333333333	4	12	1
2019	Madison	Permanency in 12 months for children in foster care for 24 months or more	0.16666666666666666	2	12	1
2019	Madison	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	4	1
2019	Madison	[HB630 - CWS5] Placement stability	4.01854714064915	13	3235	1000
2016	Martin	Maltreatment in foster care	0	0	14648	100000
2016	Martin	[HB630 - CWS2] Recurrence of maltreatment	0.09803921568627451	5	51	1
2016	Martin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.25	5	20	1
2016	Martin	Permanency in 12 months for children in foster care 12-23 months	0.08333333333333333	1	12	1
2016	Martin	Permanency in 12 months for children in foster care for 24 months or more	0.4117647058823529	7	17	1
2016	Martin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	4	1
2016	Martin	[HB630 - CWS5] Placement stability	4.125412541254125	5	1212	1000
2017	Martin	Maltreatment in foster care	0	0	16001	100000
2017	Martin	[HB630 - CWS2] Recurrence of maltreatment	0.10344827586206896	6	58	1
2017	Martin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.09090909090909091	1	11	1
2017	Martin	Permanency in 12 months for children in foster care 12-23 months	0.4166666666666667	5	12	1
2017	Martin	Permanency in 12 months for children in foster care for 24 months or more	0.2857142857142857	6	21	1
2017	Martin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	1	1
2017	Martin	[HB630 - CWS5] Placement stability	3.6506599269868016	13	3561	1000
2018	Martin	Maltreatment in foster care	0	0	12246	100000
2018	Martin	[HB630 - CWS2] Recurrence of maltreatment	0.07575757575757576	5	66	1
2018	Martin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4444444444444444	8	18	1
2018	Martin	Permanency in 12 months for children in foster care 12-23 months	0.8	4	5	1
2018	Martin	Permanency in 12 months for children in foster care for 24 months or more	0.5	9	18	1
2018	Martin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	7	1
2018	Martin	[HB630 - CWS5] Placement stability	4.8294597041955925	16	3313	1000
2019	Martin	Maltreatment in foster care	0	0	11738	100000
2019	Martin	[HB630 - CWS2] Recurrence of maltreatment	0.05555555555555555	2	36	1
2019	Martin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.38095238095238093	8	21	1
2019	Martin	Permanency in 12 months for children in foster care 12-23 months	0.8333333333333334	5	6	1
2019	Martin	Permanency in 12 months for children in foster care for 24 months or more	0.42857142857142855	3	7	1
2019	Martin	[HB630 - CWS4] Re-entry to foster care in 12 months	0.14285714285714285	1	7	1
2019	Martin	[HB630 - CWS5] Placement stability	3.129346314325452	9	2876	1000
2016	Mecklenburg	Maltreatment in foster care	9.664777202723533	20	206937	100000
2016	Mecklenburg	[HB630 - CWS2] Recurrence of maltreatment	0.09788166544923302	268	2738	1
2016	Mecklenburg	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2118380062305296	68	321	1
2016	Mecklenburg	Permanency in 12 months for children in foster care 12-23 months	0.38461538461538464	55	143	1
2016	Mecklenburg	Permanency in 12 months for children in foster care for 24 months or more	0.36809815950920244	60	163	1
2016	Mecklenburg	[HB630 - CWS4] Re-entry to foster care in 12 months	0.029850746268656716	2	67	1
2016	Mecklenburg	[HB630 - CWS5] Placement stability	5.988738308837564	251	41912	1000
2017	Mecklenburg	Maltreatment in foster care	4.676685165554654	9	192444	100000
2017	Mecklenburg	[HB630 - CWS2] Recurrence of maltreatment	0.1135876553793399	265	2333	1
2017	Mecklenburg	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.35251798561151076	98	278	1
2017	Mecklenburg	Permanency in 12 months for children in foster care 12-23 months	0.3386243386243386	64	189	1
2017	Mecklenburg	Permanency in 12 months for children in foster care for 24 months or more	0.36904761904761907	62	168	1
2017	Mecklenburg	[HB630 - CWS4] Re-entry to foster care in 12 months	0.021505376344086023	2	93	1
2017	Mecklenburg	[HB630 - CWS5] Placement stability	5.236314178850731	154	29410	1000
2018	Mecklenburg	Maltreatment in foster care	6.45091925599398	12	186020	100000
2018	Mecklenburg	[HB630 - CWS2] Recurrence of maltreatment	0.10085470085470086	236	2340	1
2018	Mecklenburg	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2	49	245	1
2018	Mecklenburg	Permanency in 12 months for children in foster care 12-23 months	0.44537815126050423	53	119	1
2018	Mecklenburg	Permanency in 12 months for children in foster care for 24 months or more	0.3471502590673575	67	193	1
2018	Mecklenburg	[HB630 - CWS4] Re-entry to foster care in 12 months	0.02	1	50	1
2018	Mecklenburg	[HB630 - CWS5] Placement stability	5.144421370587125	218	42376	1000
2019	Mecklenburg	Maltreatment in foster care	4.955769754937186	10	201785	100000
2019	Mecklenburg	[HB630 - CWS2] Recurrence of maltreatment	0.12362114872575124	325	2629	1
2019	Mecklenburg	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.15086206896551724	35	232	1
2019	Mecklenburg	Permanency in 12 months for children in foster care 12-23 months	0.2	28	140	1
2019	Mecklenburg	Permanency in 12 months for children in foster care for 24 months or more	0.24528301886792453	39	159	1
2019	Mecklenburg	[HB630 - CWS4] Re-entry to foster care in 12 months	0.06666666666666667	2	30	1
2019	Mecklenburg	[HB630 - CWS5] Placement stability	3.905203963224136	175	44812	1000
2016	Mitchell	Maltreatment in foster care	26.89721421709894	7	26025	100000
2016	Mitchell	[HB630 - CWS2] Recurrence of maltreatment	0.21518987341772153	17	79	1
2016	Mitchell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.25	9	36	1
2016	Mitchell	Permanency in 12 months for children in foster care 12-23 months	0.25	6	24	1
2016	Mitchell	Permanency in 12 months for children in foster care for 24 months or more	0.05555555555555555	1	18	1
2016	Mitchell	[HB630 - CWS4] Re-entry to foster care in 12 months	0.3333333333333333	2	6	1
2016	Mitchell	[HB630 - CWS5] Placement stability	7.820756711054744	37	4731	1000
2017	Mitchell	Maltreatment in foster care	0	0	21783	100000
2017	Mitchell	[HB630 - CWS2] Recurrence of maltreatment	0.22123893805309736	25	113	1
2017	Mitchell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5517241379310345	16	29	1
2017	Mitchell	Permanency in 12 months for children in foster care 12-23 months	0.5	12	24	1
2017	Mitchell	Permanency in 12 months for children in foster care for 24 months or more	0.5142857142857142	18	35	1
2017	Mitchell	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	14	1
2017	Mitchell	[HB630 - CWS5] Placement stability	5.208333333333333	13	2496	1000
2018	Mitchell	Maltreatment in foster care	17.765144785930005	3	16887	100000
2018	Mitchell	[HB630 - CWS2] Recurrence of maltreatment	0.16101694915254236	19	118	1
2018	Mitchell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.7368421052631579	14	19	1
2018	Mitchell	Permanency in 12 months for children in foster care 12-23 months	0.25	2	8	1
2018	Mitchell	Permanency in 12 months for children in foster care for 24 months or more	0.6896551724137931	20	29	1
2018	Mitchell	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	11	1
2018	Mitchell	[HB630 - CWS5] Placement stability	12.215909090909092	86	7040	1000
2019	Mitchell	Maltreatment in foster care	0	0	16150	100000
2019	Mitchell	[HB630 - CWS2] Recurrence of maltreatment	0.1827956989247312	17	93	1
2019	Mitchell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5128205128205128	20	39	1
2019	Mitchell	Permanency in 12 months for children in foster care 12-23 months	0	0	3	1
2019	Mitchell	Permanency in 12 months for children in foster care for 24 months or more	0	0	12	1
2019	Mitchell	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	17	1
2019	Mitchell	[HB630 - CWS5] Placement stability	8.229426433915213	33	4010	1000
2016	Montgomery	Maltreatment in foster care	11.025358324145536	1	9070	100000
2016	Montgomery	[HB630 - CWS2] Recurrence of maltreatment	0.23214285714285715	13	56	1
2016	Montgomery	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4666666666666667	7	15	1
2016	Montgomery	Permanency in 12 months for children in foster care 12-23 months	0.2	1	5	1
2016	Montgomery	Permanency in 12 months for children in foster care for 24 months or more	0.5555555555555556	5	9	1
2016	Montgomery	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	10	1
2016	Montgomery	[HB630 - CWS5] Placement stability	5.528934758569848	15	2713	1000
2017	Montgomery	Maltreatment in foster care	0	0	10994	100000
2017	Montgomery	[HB630 - CWS2] Recurrence of maltreatment	0.07692307692307693	5	65	1
2017	Montgomery	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.25	4	16	1
2017	Montgomery	Permanency in 12 months for children in foster care 12-23 months	0	0	7	1
2017	Montgomery	Permanency in 12 months for children in foster care for 24 months or more	0.75	6	8	1
2017	Montgomery	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2017	Montgomery	[HB630 - CWS5] Placement stability	9.00900900900901	31	3441	1000
2018	Montgomery	Maltreatment in foster care	0	0	11627	100000
2018	Montgomery	[HB630 - CWS2] Recurrence of maltreatment	0.0898876404494382	8	89	1
2018	Montgomery	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.26666666666666666	4	15	1
2018	Montgomery	Permanency in 12 months for children in foster care 12-23 months	1	5	5	1
2018	Montgomery	Permanency in 12 months for children in foster care for 24 months or more	0.42857142857142855	3	7	1
2018	Montgomery	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2018	Montgomery	[HB630 - CWS5] Placement stability	4.883342376559956	27	5529	1000
2019	Montgomery	Maltreatment in foster care	0	0	11766	100000
2019	Montgomery	[HB630 - CWS2] Recurrence of maltreatment	0.05660377358490566	6	106	1
2019	Montgomery	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.32142857142857145	9	28	1
2019	Montgomery	Permanency in 12 months for children in foster care 12-23 months	0.45454545454545453	5	11	1
2019	Montgomery	Permanency in 12 months for children in foster care for 24 months or more	0	0	3	1
2019	Montgomery	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2019	Montgomery	[HB630 - CWS5] Placement stability	2.9723991507431	7	2355	1000
2016	Moore	Maltreatment in foster care	4.901240013723472	1	20403	100000
2016	Moore	[HB630 - CWS2] Recurrence of maltreatment	0.18421052631578946	35	190	1
2016	Moore	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.25	11	44	1
2016	Moore	Permanency in 12 months for children in foster care 12-23 months	0.7272727272727273	8	11	1
2016	Moore	Permanency in 12 months for children in foster care for 24 months or more	0	0	6	1
2016	Moore	[HB630 - CWS4] Re-entry to foster care in 12 months	0.2727272727272727	3	11	1
2016	Moore	[HB630 - CWS5] Placement stability	7.594250067805804	28	3687	1000
2017	Moore	Maltreatment in foster care	4.731040355774234	1	21137	100000
2017	Moore	[HB630 - CWS2] Recurrence of maltreatment	0.04316546762589928	6	139	1
2017	Moore	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.40625	13	32	1
2017	Moore	Permanency in 12 months for children in foster care 12-23 months	0.5	14	28	1
2017	Moore	Permanency in 12 months for children in foster care for 24 months or more	0.4444444444444444	4	9	1
2017	Moore	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	15	1
2017	Moore	[HB630 - CWS5] Placement stability	4.63082068433239	18	3887	1000
2018	Moore	Maltreatment in foster care	8.724480893386843	2	22924	100000
2018	Moore	[HB630 - CWS2] Recurrence of maltreatment	0.17699115044247787	20	113	1
2018	Moore	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.45161290322580644	14	31	1
2018	Moore	Permanency in 12 months for children in foster care 12-23 months	0.3	3	10	1
2018	Moore	Permanency in 12 months for children in foster care for 24 months or more	0.5333333333333333	8	15	1
2018	Moore	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	13	1
2018	Moore	[HB630 - CWS5] Placement stability	10.680228862047043	84	7865	1000
2019	Moore	Maltreatment in foster care	14.804944851580428	4	27018	100000
2019	Moore	[HB630 - CWS2] Recurrence of maltreatment	0.13865546218487396	33	238	1
2019	Moore	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.44642857142857145	25	56	1
2019	Moore	Permanency in 12 months for children in foster care 12-23 months	0	0	10	1
2019	Moore	Permanency in 12 months for children in foster care for 24 months or more	0	0	11	1
2019	Moore	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	17	1
2019	Moore	[HB630 - CWS5] Placement stability	31.628532974427998	188	5944	1000
2016	Nash	Maltreatment in foster care	35.7398141529664	5	13990	100000
2016	Nash	[HB630 - CWS2] Recurrence of maltreatment	0.0423728813559322	10	236	1
2016	Nash	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5555555555555556	15	27	1
2016	Nash	Permanency in 12 months for children in foster care 12-23 months	0.1111111111111111	1	9	1
2016	Nash	Permanency in 12 months for children in foster care for 24 months or more	0.3076923076923077	4	13	1
2016	Nash	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	13	1
2016	Nash	[HB630 - CWS5] Placement stability	8.87154009936125	25	2818	1000
2017	Nash	Maltreatment in foster care	0	0	14912	100000
2017	Nash	[HB630 - CWS2] Recurrence of maltreatment	0.08181818181818182	18	220	1
2017	Nash	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5454545454545454	12	22	1
2017	Nash	Permanency in 12 months for children in foster care 12-23 months	0.36363636363636365	4	11	1
2017	Nash	Permanency in 12 months for children in foster care for 24 months or more	0.25	3	12	1
2017	Nash	[HB630 - CWS4] Re-entry to foster care in 12 months	0.058823529411764705	1	17	1
2017	Nash	[HB630 - CWS5] Placement stability	6.568575932737782	25	3806	1000
2018	Nash	Maltreatment in foster care	24.657872025644185	4	16222	100000
2018	Nash	[HB630 - CWS2] Recurrence of maltreatment	0.07547169811320754	16	212	1
2018	Nash	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.36666666666666664	11	30	1
2018	Nash	Permanency in 12 months for children in foster care 12-23 months	0.375	3	8	1
2018	Nash	Permanency in 12 months for children in foster care for 24 months or more	0.2	3	15	1
2018	Nash	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	9	1
2018	Nash	[HB630 - CWS5] Placement stability	9.70873786407767	9	927	1000
2019	Nash	Maltreatment in foster care	0	0	14205	100000
2019	Nash	[HB630 - CWS2] Recurrence of maltreatment	0.06598984771573604	13	197	1
2019	Nash	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.375	6	16	1
2019	Nash	Permanency in 12 months for children in foster care 12-23 months	0.3076923076923077	4	13	1
2019	Nash	Permanency in 12 months for children in foster care for 24 months or more	0.23076923076923078	3	13	1
2019	Nash	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	6	1
2019	Nash	[HB630 - CWS5] Placement stability	9.03225806451613	28	3100	1000
2016	New%20Hanover	Maltreatment in foster care	15.406172739877778	21	136309	100000
2016	New%20Hanover	[HB630 - CWS2] Recurrence of maltreatment	0.1627680311890838	167	1026	1
2016	New%20Hanover	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3605150214592275	84	233	1
2016	New%20Hanover	Permanency in 12 months for children in foster care 12-23 months	0.5844155844155844	45	77	1
2016	New%20Hanover	Permanency in 12 months for children in foster care for 24 months or more	0.43478260869565216	30	69	1
2016	New%20Hanover	[HB630 - CWS4] Re-entry to foster care in 12 months	0.0759493670886076	6	79	1
2016	New%20Hanover	[HB630 - CWS5] Placement stability	14.680622036964936	641	43663	1000
2017	New%20Hanover	Maltreatment in foster care	3.6808551362652575	5	135838	100000
2017	New%20Hanover	[HB630 - CWS2] Recurrence of maltreatment	0.14264813460131676	195	1367	1
2017	New%20Hanover	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3170731707317073	78	246	1
2017	New%20Hanover	Permanency in 12 months for children in foster care 12-23 months	0.5158730158730159	65	126	1
2017	New%20Hanover	Permanency in 12 months for children in foster care for 24 months or more	0.5	33	66	1
2017	New%20Hanover	[HB630 - CWS4] Re-entry to foster care in 12 months	0.0375	3	80	1
2017	New%20Hanover	[HB630 - CWS5] Placement stability	13.886916763695226	489	35213	1000
2018	New%20Hanover	Maltreatment in foster care	0	0	123911	100000
2018	New%20Hanover	[HB630 - CWS2] Recurrence of maltreatment	0.1326530612244898	156	1176	1
2018	New%20Hanover	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2879581151832461	55	191	1
2018	New%20Hanover	Permanency in 12 months for children in foster care 12-23 months	0.5909090909090909	65	110	1
2018	New%20Hanover	Permanency in 12 months for children in foster care for 24 months or more	0.4659090909090909	41	88	1
2018	New%20Hanover	[HB630 - CWS4] Re-entry to foster care in 12 months	0.038461538461538464	2	52	1
2018	New%20Hanover	[HB630 - CWS5] Placement stability	15.699884316641876	570	36306	1000
2019	New%20Hanover	Maltreatment in foster care	1.8228549554311966	2	109718	100000
2019	New%20Hanover	[HB630 - CWS2] Recurrence of maltreatment	0.15106007067137808	171	1132	1
2019	New%20Hanover	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3411214953271028	73	214	1
2019	New%20Hanover	Permanency in 12 months for children in foster care 12-23 months	0.6	45	75	1
2019	New%20Hanover	Permanency in 12 months for children in foster care for 24 months or more	0.5189873417721519	41	79	1
2019	New%20Hanover	[HB630 - CWS4] Re-entry to foster care in 12 months	0.0410958904109589	3	73	1
2019	New%20Hanover	[HB630 - CWS5] Placement stability	14.928377335703981	445	29809	1000
2016	Northampton	Maltreatment in foster care	0	0	4209	100000
2016	Northampton	[HB630 - CWS2] Recurrence of maltreatment	0.0625	4	64	1
2016	Northampton	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.6	3	5	1
2016	Northampton	Permanency in 12 months for children in foster care 12-23 months	NA	0	0	1
2016	Northampton	Permanency in 12 months for children in foster care for 24 months or more	0.125	1	8	1
2016	Northampton	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2016	Northampton	[HB630 - CWS5] Placement stability	11.019283746556475	12	1089	1000
2017	Northampton	Maltreatment in foster care	0	0	1930	100000
2017	Northampton	[HB630 - CWS2] Recurrence of maltreatment	0.05172413793103448	3	58	1
2017	Northampton	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5	3	6	1
2017	Northampton	Permanency in 12 months for children in foster care 12-23 months	0.5	1	2	1
2017	Northampton	Permanency in 12 months for children in foster care for 24 months or more	1	7	7	1
2017	Northampton	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2017	Northampton	[HB630 - CWS5] Placement stability	0	0	105	1000
2018	Northampton	Maltreatment in foster care	0	0	2181	100000
2018	Northampton	[HB630 - CWS2] Recurrence of maltreatment	0.10526315789473684	4	38	1
2018	Northampton	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0	0	3	1
2018	Northampton	Permanency in 12 months for children in foster care 12-23 months	0	0	2	1
2018	Northampton	Permanency in 12 months for children in foster care for 24 months or more	1	1	1	1
2018	Northampton	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2018	Northampton	[HB630 - CWS5] Placement stability	32.467532467532465	15	462	1000
2019	Northampton	Maltreatment in foster care	0	0	1136	100000
2019	Northampton	[HB630 - CWS2] Recurrence of maltreatment	0.05714285714285714	2	35	1
2019	Northampton	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.75	3	4	1
2019	Northampton	Permanency in 12 months for children in foster care 12-23 months	1	1	1	1
2019	Northampton	Permanency in 12 months for children in foster care for 24 months or more	0	0	1	1
2019	Northampton	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2019	Northampton	[HB630 - CWS5] Placement stability	0	0	384	1000
2016	Onslow	Maltreatment in foster care	1.0412761880961305	1	96036	100000
2016	Onslow	[HB630 - CWS2] Recurrence of maltreatment	0.15054744525547445	165	1096	1
2016	Onslow	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3867403314917127	70	181	1
2016	Onslow	Permanency in 12 months for children in foster care 12-23 months	0.5	24	48	1
2016	Onslow	Permanency in 12 months for children in foster care for 24 months or more	0.24561403508771928	14	57	1
